model,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,context,experiment,body_part_count,body_part_mode,body_part
xgboost,0.7767217488916776,0.1224660393327722,0.7756105137400724,0.1453555757151154,0.7802337461171657,0.1223146401164236,0.7434942494249878,0.1463948751355956,light,first_2_parts_plus_light,2,progressive,first_2
random_forest,0.8312656513082428,0.1530940223456789,0.8454823583626414,0.1826188857223853,0.8382682191444187,0.1506693241279636,0.819072202431393,0.1739272141270338,light,first_3_parts_plus_light,3,progressive,first_3
svm,0.8253177954223184,0.1561329374462081,0.8380005055646156,0.1581129157962405,0.8310340113342437,0.1534339333613988,0.8091252832336784,0.1760589703279032,light,first_3_parts_plus_light,3,progressive,first_3
xgboost,0.8160519427300085,0.144243915523894,0.8281653305728689,0.1450132639361521,0.8205006432048328,0.1420009087812128,0.7907931044987652,0.1684611228878265,light,first_3_parts_plus_light,3,progressive,first_3
random_forest,0.8255102921805193,0.1658019336679552,0.8479046328968409,0.1627703503883587,0.8313454797449372,0.1631979158309625,0.8098937240219113,0.1971581305657541,light,first_4_parts_plus_light,4,progressive,first_4
svm,0.8326023153418702,0.1196971873215307,0.8407639839442685,0.1332495042828265,0.8377707758774092,0.1168345919384223,0.8166321965025236,0.1384615317669035,light,first_4_parts_plus_light,4,progressive,first_4
xgboost,0.8197277561109915,0.103961024192074,0.8275965944114149,0.1230265946706283,0.8236531709133409,0.1017355421254466,0.7989154636726014,0.1203964751700116,light,first_4_parts_plus_light,4,progressive,first_4
random_forest,0.8268452942673448,0.1902413844343244,0.8458221292245631,0.1808329906193896,0.8324225399112587,0.1883034837264345,0.8092107747052377,0.2240779528474111,light,first_5_parts_plus_light,5,progressive,first_5
svm,0.8879632515829882,0.1140111786444169,0.891269644164755,0.1333300872322022,0.8938619888742559,0.1115195632272476,0.8795203955970272,0.1335973321962594,light,first_5_parts_plus_light,5,progressive,first_5
xgboost,0.8260106072991239,0.1312710034401273,0.8319026025881732,0.1420830244451103,0.8350724112368864,0.124317234658875,0.8067920257765887,0.1596372237907272,light,first_5_parts_plus_light,5,progressive,first_5
random_forest,0.8334978003511121,0.153996097210413,0.8486278416301858,0.16396466039204,0.8419395127461353,0.1520436052996831,0.8187462115304388,0.1750562465708266,light,first_6_parts_plus_light,6,progressive,first_6
svm,0.8864479637283175,0.1115984236339037,0.8916002228681683,0.1308220186717341,0.8927377388470512,0.1089946896788131,0.878260282719405,0.1296865964290345,light,first_6_parts_plus_light,6,progressive,first_6
xgboost,0.8384668925338564,0.140442140526065,0.8350174412963984,0.1589613913653239,0.8479308169153488,0.1366832137906085,0.8206133490388496,0.1636331580633654,light,first_6_parts_plus_light,6,progressive,first_6
random_forest,0.8429843557765822,0.1366632652473214,0.8438685078891139,0.1621748431448194,0.8485939804401655,0.1335701102799896,0.8264470852329414,0.1600007854601453,light,standard,7,all_7,all_7
svm,0.8876880905210874,0.1119082256416277,0.894449278771389,0.1214902001170776,0.892662100775602,0.1111792843051028,0.8772891573953362,0.1358524280790611,light,standard,7,all_7,all_7
xgboost,0.8412532583448127,0.1388545707392948,0.8488033600578526,0.150281474501475,0.8489795433393685,0.1305642675935348,0.8246502119669867,0.1630101111481174,light,standard,7,all_7,all_7
random_forest,0.7451486981377763,0.1446497548879182,0.74802019916552,0.1754887854475725,0.7495878326777737,0.1421740616316146,0.7066855336780363,0.1671325981432664,mic,only_chest_plus_mic,1,single,chest
random_forest,0.8282368115490442,0.096719441682553,0.8454195925316621,0.0893845778958772,0.8331711878543236,0.0915553870835794,0.8146000041146826,0.1056821749437199,mic,only_forearm_plus_mic,1,single,forearm
random_forest,0.7124820145399094,0.1086423692571837,0.707002643572367,0.1226475846776189,0.7181179830331221,0.1072740968328712,0.6846084672365073,0.116218317976924,mic,only_head_plus_mic,1,single,head
random_forest,0.7787207335100905,0.1649343457845433,0.7942347728681886,0.1705126062522414,0.7800823297222368,0.1637560039404236,0.7654432263245091,0.1807733367651245,mic,only_shin_plus_mic,1,single,shin
random_forest,0.7133098844022991,0.2208101668529027,0.7326944932220646,0.2239365254348427,0.7240401199754889,0.206705396337559,0.6727674310919035,0.2518843863571045,mic,only_thigh_plus_mic,1,single,thigh
random_forest,0.770580631764741,0.1222685256666429,0.7676302333707344,0.1594197885749651,0.7762723448481841,0.1235859622312577,0.7389348751306178,0.1513798279821059,mic,only_upperarm_plus_mic,1,single,upperarm
random_forest,0.7624624024673959,0.0976043001712568,0.7556744481085433,0.1366014235322436,0.7647935028665028,0.0969283217329337,0.7199667176963574,0.1200946133947153,mic,only_waist_plus_mic,1,single,waist
svm,0.741489286555107,0.1827286744454943,0.7318968285721443,0.1917791757994876,0.7432140575570761,0.1808458080591872,0.7139788846279398,0.1896330571057506,mic,only_chest_plus_mic,1,single,chest
svm,0.8394118528703461,0.102080007781308,0.8488714237301537,0.0944932765767412,0.8435690096529296,0.0980198545414073,0.8278622384073644,0.1116626139648663,mic,only_forearm_plus_mic,1,single,forearm
svm,0.687836517551934,0.1388116088334391,0.6849485943762844,0.1433836446674233,0.6931858505713001,0.1367045944683075,0.6680111475996491,0.1381529804267155,mic,only_head_plus_mic,1,single,head
svm,0.7762623144291128,0.1653063481880084,0.8055794389619695,0.1552352998342853,0.7785376865123415,0.1636208964362294,0.7587082034944838,0.1902216793011992,mic,only_shin_plus_mic,1,single,shin
svm,0.701736733031171,0.1441105252421022,0.7319705603507443,0.1368940782892812,0.7079512803440164,0.1442311441637821,0.670518139507839,0.1581646934386479,mic,only_thigh_plus_mic,1,single,thigh
svm,0.7524682407410614,0.1358918966575998,0.7490498968151099,0.1768220904103335,0.7606186259948244,0.1364439919140239,0.7167406904442373,0.1594283891542258,mic,only_upperarm_plus_mic,1,single,upperarm
svm,0.7872028055501884,0.1387363874815899,0.8015687634443467,0.151856368266411,0.7916498382869998,0.1405609540918077,0.7557384034643863,0.1693759261106067,mic,only_waist_plus_mic,1,single,waist
xgboost,0.7441283978881523,0.1500233728111647,0.7486709871121485,0.1813321036051539,0.7486033395936496,0.1471126017633828,0.7069935734666203,0.169924122156559,mic,only_chest_plus_mic,1,single,chest
xgboost,0.8228408705425239,0.1008805299930499,0.8358671198605331,0.0985996888320254,0.8273058066134529,0.0963132020079563,0.808655706058515,0.1085124523931182,mic,only_forearm_plus_mic,1,single,forearm
xgboost,0.7094109430932662,0.1105691084037494,0.6949520199832853,0.1261086448792237,0.7144677200403247,0.1109551455138628,0.6798156682677778,0.1195802980306404,mic,only_head_plus_mic,1,single,head
xgboost,0.7715157284130962,0.1762075809188631,0.768682417425903,0.1930793184953016,0.772783211726621,0.1751030747693565,0.750682975517687,0.1945734185522186,mic,only_shin_plus_mic,1,single,shin
xgboost,0.708833310753573,0.1657674259614322,0.714676378433347,0.1697313798818485,0.7151609682762372,0.1604714275969719,0.664458285912256,0.1943625399271123,mic,only_thigh_plus_mic,1,single,thigh
xgboost,0.7497783470857756,0.1463038755179768,0.7438892968626933,0.1870284406013085,0.7573646652749307,0.145073815588818,0.7174431218006699,0.1731824521648384,mic,only_upperarm_plus_mic,1,single,upperarm
xgboost,0.7575785349280768,0.1036076908260212,0.7492468320617008,0.1403887709961034,0.7603721032765184,0.1000162386536772,0.7187122534810958,0.120754358502033,mic,only_waist_plus_mic,1,single,waist
random_forest,0.8339820824969825,0.1610016405511253,0.8457009369673504,0.1918832167852169,0.8384771244312746,0.158533499745635,0.8204771950845656,0.1840236440220296,mic,first_2_parts_plus_mic,2,progressive,first_2
svm,0.8181026541831113,0.1752506413509083,0.8412012772263373,0.1459167225686937,0.8204430013172321,0.1728789544533227,0.8023516947147857,0.1892574627040573,mic,first_2_parts_plus_mic,2,progressive,first_2
xgboost,0.8107691456051094,0.1478495927789271,0.8251968067051715,0.1441516275655519,0.813462473411871,0.1460287061253488,0.7867554774442795,0.1741977974711985,mic,first_2_parts_plus_mic,2,progressive,first_2
random_forest,0.8326587675929087,0.155126715179376,0.8447443069464148,0.197328832979934,0.8396035391487079,0.1532998898945602,0.8164413797718061,0.1869522594581181,mic,first_3_parts_plus_mic,3,progressive,first_3
svm,0.8252264490032585,0.156413382186496,0.8462264198766307,0.1523867257875503,0.8310052764487206,0.1536474669762621,0.8087590388257475,0.1765320887546094,mic,first_3_parts_plus_mic,3,progressive,first_3
xgboost,0.8191115495173702,0.1500178879668779,0.8322511867187631,0.1453484451868465,0.8240544604009254,0.147176064712609,0.7962120767048185,0.1770854196734248,mic,first_3_parts_plus_mic,3,progressive,first_3
random_forest,0.8305432143838175,0.1529996813038737,0.8530635023696278,0.1531265687817044,0.8363016109799263,0.1502526879434866,0.8164860394720495,0.1867785224595647,mic,first_4_parts_plus_mic,4,progressive,first_4
svm,0.8478508045911993,0.1116412415385452,0.8620238620700519,0.1285140534607176,0.8534882427152686,0.1082108172307246,0.8350649238142658,0.1307263884097577,mic,first_4_parts_plus_mic,4,progressive,first_4
xgboost,0.8145778996455173,0.1382173927632714,0.8310846426406754,0.1465820449957168,0.8191978759254026,0.1354445281714791,0.7933001903313842,0.1628179521492993,mic,first_4_parts_plus_mic,4,progressive,first_4
random_forest,0.8363385301244887,0.1709002304728301,0.8500923434253534,0.1728089998731317,0.8410320773552198,0.1686851961607083,0.8214085050427412,0.2003162772609314,mic,first_5_parts_plus_mic,5,progressive,first_5
svm,0.9031979207356408,0.1156262751912401,0.906042962226923,0.134413174737569,0.909233109466862,0.1122939003169294,0.8969717523858735,0.1343490913604925,mic,first_5_parts_plus_mic,5,progressive,first_5
xgboost,0.8239542821460261,0.1354012639079764,0.8486636935005503,0.1064821911580262,0.8326166058213624,0.1316644814884464,0.8097502100925783,0.1508250875772854,mic,first_5_parts_plus_mic,5,progressive,first_5
random_forest,0.8402699693727502,0.1441398162382291,0.8518429687270624,0.1629657177943907,0.8487723074917491,0.1419276399360754,0.8252818810793267,0.1683580496334147,mic,first_6_parts_plus_mic,6,progressive,first_6
svm,0.899671773510082,0.1145822304060438,0.9042810189794384,0.1331255442999941,0.9062754414445248,0.1114652985256065,0.8936264039395015,0.1323085594130061,mic,first_6_parts_plus_mic,6,progressive,first_6
xgboost,0.849016402464703,0.1321348444996326,0.8462039042128516,0.1481488046691953,0.8564968986725222,0.1299737085736343,0.8344534845585259,0.1484879610661109,mic,first_6_parts_plus_mic,6,progressive,first_6
random_forest,0.8399439529368458,0.1562734118240554,0.838891537404212,0.1713173608576866,0.8451219601788528,0.1531988847310085,0.8215078615161369,0.1806836852569996,mic,standard,7,all_7,all_7
svm,0.8955290572600807,0.1152284157788101,0.9041166598940708,0.1218598962371371,0.9006026271641684,0.1141980499880271,0.887146613888547,0.139234503008602,mic,standard,7,all_7,all_7
xgboost,0.8468366532209182,0.1425150610673083,0.8759181467125784,0.1361329721908313,0.8540808500808831,0.1370724325646812,0.8349803524660543,0.159556009649259,mic,standard,7,all_7,all_7
