fold,model,accuracy,precision_macro,recall_macro,f1_macro,precision_lying,recall_lying,f1_lying,precision_running,recall_running,f1_running,precision_sitting,recall_sitting,f1_sitting,precision_standing,recall_standing,f1_standing,precision_walking,recall_walking,f1_walking
1,RandomForest,0.6320799619228938,0.8494781949291521,0.6308143977764012,0.5700833988562832,1.0,0.012048192771084338,0.023809523809523808,0.9948453608247423,0.9554455445544554,0.9747474747474747,0.36618521665250636,0.9885321100917431,0.5344079355238686,0.9278350515463918,0.21226415094339623,0.345489443378119,0.9585253456221198,0.985781990521327,0.9719626168224299
1,SVM,0.7843883864826273,0.8250136099823193,0.7831714135140145,0.7661677724355638,0.9365079365079365,0.9951807228915662,0.9649532710280374,0.8382838283828383,0.6287128712871287,0.7185289957567186,0.6537842190016103,0.9311926605504587,0.7682119205298014,0.9696969696969697,0.37735849056603776,0.5432937181663837,0.7267950963222417,0.9834123222748815,0.8358509566968781
1,XGBoost,0.7306044740599714,0.8774383940313116,0.7299041395443252,0.7247133500832702,0.9932885906040269,0.3566265060240964,0.524822695035461,1.0,0.9603960396039604,0.9797979797979798,0.4419551934826884,0.9954128440366973,0.61212976022567,0.9875776397515528,0.375,0.5435897435897435,0.9643705463182898,0.9620853080568721,0.963226571767497
2,RandomForest,0.6409666283084005,0.6337438871200929,0.6935960591133005,0.5864132741416903,1.0,1.0,1.0,0.17363344051446947,1.0,0.2958904109589041,0.0,0.0,0.0,1.0,0.47044334975369456,0.6398659966499163,0.995085995085995,0.9975369458128078,0.996309963099631
2,SVM,0.7675489067894131,0.8329749495127563,0.8019487105186902,0.6741144068156789,0.9975669099756691,1.0,0.9987819732034104,0.22131147540983606,1.0,0.3624161073825503,1.0,0.022058823529411766,0.04316546762589928,0.9484777517564403,0.9975369458128078,0.9723889555822329,0.9975186104218362,0.9901477832512315,0.9938195302843016
2,XGBoost,0.5586881472957422,0.6406347735393233,0.6231333912875494,0.5000677827486282,1.0,1.0,1.0,0.17940199335548174,1.0,0.30422535211267604,0.02867383512544803,0.0196078431372549,0.023289665211062592,1.0,0.0960591133004926,0.1752808988764045,0.9950980392156863,1.0,0.9975429975429976
3,RandomForest,0.5566166439290586,0.3716802135817726,0.5549648903631585,0.4398207382598315,0.6528662420382165,0.9832134292565947,0.784688995215311,0.37220149253731344,0.7964071856287425,0.5073108709472346,0.8333333333333334,0.9952038369304557,0.907103825136612,0.0,0.0,0.0,0.0,0.0,0.0
3,SVM,0.3769895407003183,0.31971491579669425,0.36680308447852494,0.23819772855205157,0.35370051635111877,0.9856115107913669,0.5205826472450918,0.39121552604698673,0.7644710578842315,0.5175675675675676,0.8536585365853658,0.08393285371702638,0.15283842794759825,0.0,0.0,0.0,0.0,0.0,0.0
3,XGBoost,0.5561618917689859,0.38801131414349804,0.5545656887663523,0.4452027907295829,0.5668965517241379,0.9856115107913669,0.7197898423817863,0.3779677113010446,0.7944111776447106,0.5122265122265123,0.9951923076923077,0.9928057553956835,0.9939975990396158,0.0,0.0,0.0,0.0,0.0,0.0
4,RandomForest,0.6801858893113646,0.6893719744477698,0.7061835517016635,0.639374986481077,0.508833922261484,0.9664429530201343,0.6666666666666666,0.9882352941176471,0.48625180897250364,0.6517943743937924,0.38235294117647056,0.09285714285714286,0.14942528735632185,0.6100917431192661,1.0,0.7578347578347578,0.957345971563981,0.9853658536585366,0.9711538461538461
